city,temperature,timestamp
Sydney,27.9,2024-08-18T13:58:33.447753
Sydney,25.8,2024-08-08T13:58:33.447757
London,21.8,2024-08-04T13:58:33.447761
New York,16.6,2024-12-20T13:58:33.447764
Tokyo,4.3,2025-07-08T13:58:33.447768
Sydney,13.2,2024-12-22T13:58:33.447771
Paris,5.6,2025-06-07T13:58:33.447775
Paris,14.7,2025-05-29T13:58:33.447779
Paris,-4.5,2025-05-22T13:58:33.447782
London,-9.8,2024-09-22T13:58:33.447786
Sydney,30.5,2025-07-21T13:58:33.447790
Tokyo,22.9,2025-07-23T13:58:33.447794
Sydney,13.5,2025-03-29T13:58:33.447797
Sydney,0.0,2025-04-25T13:58:33.447801
Tokyo,8.8,2025-02-25T13:58:33.447805
Sydney,21.9,2024-08-22T13:58:33.447808
Paris,26.6,2025-02-12T13:58:33.447812
Paris,-0.7,2025-04-26T13:58:33.447816
Paris,-8.0,2025-06-06T13:58:33.447819
Sydney,-10.0,2025-05-07T13:58:33.447823
Sydney,15.6,2025-01-03T13:58:33.447827
London,16.8,2025-03-27T13:58:33.447830
Sydney,10.0,2025-04-05T13:58:33.447834
London,15.9,2024-08-17T13:58:33.447837
Sydney,14.3,2025-06-18T13:58:33.447841
Sydney,-5.3,2024-08-04T13:58:33.447844
Sydney,27.9,2024-09-16T13:58:33.447848
London,28.1,2024-10-08T13:58:33.447851
New York,30.8,2025-06-21T13:58:33.447855
London,30.0,2025-07-23T13:58:33.447859
London,29.3,2025-04-22T13:58:33.447862
Sydney,10.6,2024-11-01T13:58:33.447865
Sydney,19.1,2024-09-15T13:58:33.447869
Tokyo,24.5,2024-08-20T13:58:33.447873
Paris,18.2,2024-09-07T13:58:33.447876
Paris,7.2,2025-03-21T13:58:33.447880
New York,-9.9,2025-07-11T13:58:33.447883
New York,19.1,2025-05-10T13:58:33.447887
London,17.0,2025-07-06T13:58:33.447890
New York,10.4,2025-02-12T13:58:33.447894
New York,0.4,2025-06-30T13:58:33.447898
Tokyo,5.4,2025-07-17T13:58:33.447902
Paris,31.7,2025-05-13T13:58:33.447905
Paris,21.6,2024-12-04T13:58:33.447908
London,0.7,2025-01-01T13:58:33.447912
Tokyo,8.7,2024-12-29T13:58:33.447916
Paris,3.4,2024-09-29T13:58:33.447919
Tokyo,28.8,2025-05-29T13:58:33.447923
Paris,3.1,2025-03-25T13:58:33.447926
London,10.5,2025-04-25T13:58:33.447930
New York,-1.1,2024-10-03T13:58:33.447933
London,-9.5,2025-04-24T13:58:33.447937
Tokyo,18.5,2025-02-20T13:58:33.447941
Paris,10.1,2024-08-25T13:58:33.447944
Tokyo,9.8,2024-10-15T13:58:33.447948
New York,34.2,2025-02-22T13:58:33.447951
Tokyo,-3.0,2024-08-07T13:58:33.447955
Paris,18.5,2024-11-16T13:58:33.447959
New York,7.5,2025-04-11T13:58:33.447962
New York,4.9,2025-05-21T13:58:33.447966
New York,21.9,2025-03-11T13:58:33.447969
New York,-0.4,2025-01-24T13:58:33.447973
Paris,0.7,2024-09-24T13:58:33.447976
Paris,-0.9,2024-12-22T13:58:33.447980
Sydney,28.9,2024-12-11T13:58:33.447983
Sydney,-10.0,2024-11-11T13:58:33.447987
Sydney,17.2,2025-05-16T13:58:33.447990
Paris,10.9,2025-07-23T13:58:33.447994
Paris,-0.9,2025-07-22T13:58:33.447997
Paris,32.6,2024-08-12T13:58:33.448001
Paris,0.5,2025-01-25T13:58:33.448005
New York,-3.3,2025-06-09T13:58:33.448009
Paris,-9.0,2025-06-16T13:58:33.448012
London,-9.7,2024-09-28T13:58:33.448016
Sydney,22.7,2025-01-22T13:58:33.448019
London,28.8,2025-06-21T13:58:33.448023
New York,20.1,2025-01-25T13:58:33.448026
New York,19.1,2024-11-30T13:58:33.448030
Tokyo,27.8,2024-10-16T13:58:33.448033
Paris,17.2,2025-06-10T13:58:33.448037
Paris,-4.4,2024-12-10T13:58:33.448040
London,-2.2,2024-08-11T13:58:33.448044
Sydney,15.0,2025-07-03T13:58:33.448047
Tokyo,27.6,2025-01-24T13:58:33.448050
Tokyo,20.4,2025-05-27T13:58:33.448054
Sydney,32.0,2024-09-07T13:58:33.448058
London,8.4,2025-07-12T13:58:33.448061
London,24.1,2025-02-17T13:58:33.448065
London,3.2,2024-10-21T13:58:33.448068
London,14.7,2025-01-12T13:58:33.448072
Sydney,0.5,2024-10-13T13:58:33.448075
New York,19.1,2024-08-30T13:58:33.448079
Paris,20.7,2025-06-29T13:58:33.448082
Paris,26.9,2024-11-25T13:58:33.448086
Paris,17.3,2025-07-07T13:58:33.448089
Paris,-1.3,2024-08-13T13:58:33.448092
Paris,0.5,2025-04-08T13:58:33.448096
New York,18.1,2025-04-03T13:58:33.448099
London,-2.4,2025-07-05T13:58:33.448103
New York,18.8,2025-07-26T13:58:33.448106
Sydney,19.9,2024-11-22T13:58:33.448110
New York,0.8,2025-05-24T13:58:33.448114
Tokyo,21.3,2024-12-17T13:58:33.448118
London,12.5,2025-03-23T13:58:33.448121
Tokyo,-0.8,2025-05-08T13:58:33.448125
New York,12.4,2024-08-08T13:58:33.448128
London,23.8,2024-10-09T13:58:33.448132
Tokyo,11.2,2025-03-12T13:58:33.448135
Tokyo,-3.5,2025-06-20T13:58:33.448139
Sydney,31.8,2024-12-24T13:58:33.448142
Paris,27.0,2025-02-26T13:58:33.448146
Tokyo,30.3,2025-04-16T13:58:33.448149
London,33.3,2024-12-05T13:58:33.448166
London,22.4,2024-10-05T13:58:33.448175
Tokyo,2.6,2025-02-10T13:58:33.448181
New York,-6.4,2024-11-02T13:58:33.448186
Paris,-3.1,2025-01-31T13:58:33.448190
New York,16.6,2024-08-17T13:58:33.448194
London,-4.5,2025-04-15T13:58:33.448198
London,19.1,2025-01-01T13:58:33.448201
Tokyo,34.3,2024-10-09T13:58:33.448205
London,-1.4,2025-06-25T13:58:33.448209
Tokyo,34.0,2025-01-24T13:58:33.448212
Sydney,20.1,2025-03-03T13:58:33.448216
Paris,6.3,2024-12-06T13:58:33.448219
New York,21.9,2024-08-30T13:58:33.448223
New York,14.7,2024-10-01T13:58:33.448226
Paris,15.6,2024-10-11T13:58:33.448230
New York,7.7,2025-07-15T13:58:33.448233
Paris,-0.1,2024-12-23T13:58:33.448237
Paris,22.0,2025-07-19T13:58:33.448240
London,22.2,2025-03-11T13:58:33.448244
New York,2.2,2024-12-10T13:58:33.448247
Paris,9.8,2024-09-08T13:58:33.448251
New York,14.4,2025-01-07T13:58:33.448254
London,22.2,2025-01-09T13:58:33.448257
Sydney,-3.9,2024-09-02T13:58:33.448261
London,25.9,2024-11-09T13:58:33.448265
Sydney,24.2,2024-09-01T13:58:33.448268
Tokyo,-4.4,2024-09-21T13:58:33.448272
Sydney,11.9,2025-05-06T13:58:33.448275
New York,14.5,2025-03-06T13:58:33.448279
Sydney,3.3,2024-08-08T13:58:33.448282
Sydney,31.5,2024-09-02T13:58:33.448286
New York,0.8,2024-10-15T13:58:33.448289
New York,18.4,2024-12-12T13:58:33.448293
London,17.6,2024-09-09T13:58:33.448297
Paris,18.4,2025-05-27T13:58:33.448300
Tokyo,-8.9,2025-02-01T13:58:33.448304
Tokyo,5.0,2025-01-13T13:58:33.448307
Tokyo,2.7,2025-01-09T13:58:33.448310
London,12.1,2025-02-16T13:58:33.448314
Paris,3.0,2025-07-20T13:58:33.448317
Paris,17.4,2025-06-21T13:58:33.448320
Tokyo,5.0,2025-04-01T13:58:33.448324
Sydney,16.9,2025-04-15T13:58:33.448327
New York,8.7,2024-08-30T13:58:33.448330
Tokyo,27.6,2025-02-12T13:58:33.448334
Sydney,-3.4,2025-07-20T13:58:33.448337
Tokyo,-5.2,2024-10-10T13:58:33.448340
Tokyo,5.6,2025-05-29T13:58:33.448344
Sydney,-3.5,2025-01-11T13:58:33.448347
Paris,6.7,2025-03-19T13:58:33.448351
Paris,24.9,2025-04-14T13:58:33.448354
London,13.6,2025-01-21T13:58:33.448358
London,29.0,2024-08-28T13:58:33.448362
Tokyo,21.6,2025-06-09T13:58:33.448365
New York,-2.9,2025-05-27T13:58:33.448369
Tokyo,-4.5,2024-10-04T13:58:33.448372
Tokyo,16.6,2025-02-26T13:58:33.448376
Tokyo,13.4,2024-11-12T13:58:33.448379
New York,-1.3,2024-12-18T13:58:33.448382
New York,2.8,2024-11-27T13:58:33.448386
Paris,22.7,2025-07-22T13:58:33.448389
London,31.0,2025-04-27T13:58:33.448392
New York,-9.5,2025-02-27T13:58:33.448395
New York,-7.6,2025-06-17T13:58:33.448399
Tokyo,26.8,2025-04-04T13:58:33.448402
Sydney,5.4,2025-02-23T13:58:33.448406
Sydney,25.2,2025-04-20T13:58:33.448409
London,15.7,2025-05-02T13:58:33.448412
Sydney,20.7,2025-04-03T13:58:33.448416
London,9.6,2025-05-31T13:58:33.448420
Tokyo,20.0,2024-10-25T13:58:33.448423
New York,28.2,2024-08-28T13:58:33.448426
Paris,-6.6,2025-06-18T13:58:33.448430
London,22.1,2025-02-23T13:58:33.448433
Sydney,12.2,2025-04-30T13:58:33.448437
Sydney,24.9,2025-02-25T13:58:33.448440
London,33.2,2024-11-12T13:58:33.448443
Paris,26.3,2025-02-24T13:58:33.448447
Paris,32.8,2025-02-02T13:58:33.448451
Tokyo,-4.6,2025-06-16T13:58:33.448454
Paris,3.2,2025-06-20T13:58:33.448457
New York,9.1,2024-12-13T13:58:33.448461
New York,8.4,2025-04-22T13:58:33.448464
Tokyo,13.7,2024-10-13T13:58:33.448468
Sydney,15.0,2025-02-06T13:58:33.448471
Paris,22.8,2025-01-18T13:58:33.448740
London,12.2,2024-10-09T13:58:33.448753
London,0.5,2024-07-31T13:58:33.448759
Sydney,-6.8,2025-04-25T13:58:33.448764
New York,19.6,2024-12-12T13:58:33.448768
London,-1.6,2024-10-04T13:58:33.448772
New York,34.4,2024-08-24T13:58:33.448776
London,6.3,2024-09-05T13:58:33.448780
London,16.7,2024-08-20T13:58:33.448784
Paris,14.8,2025-07-16T13:58:33.448787
Tokyo,-3.4,2024-12-05T13:58:33.448791
Sydney,5.6,2024-10-13T13:58:33.448794
New York,11.8,2024-07-28T13:58:33.448798
Paris,29.9,2025-03-17T13:58:33.448801
New York,25.3,2025-02-06T13:58:33.448805
Paris,24.1,2024-08-12T13:58:33.448809
Paris,-1.5,2024-12-24T13:58:33.448812
New York,13.0,2025-06-22T13:58:33.448816
Paris,-9.8,2025-04-06T13:58:33.448820
London,-6.7,2025-02-02T13:58:33.448823
London,-9.9,2025-04-02T13:58:33.448827
London,27.7,2024-12-28T13:58:33.448831
New York,31.5,2024-11-28T13:58:33.448834
London,3.5,2024-12-07T13:58:33.448838
Tokyo,8.9,2024-11-03T13:58:33.448841
New York,25.7,2024-11-21T13:58:33.448845
London,31.3,2024-08-31T13:58:33.448849
London,9.0,2025-04-07T13:58:33.448852
Sydney,29.1,2024-10-06T13:58:33.448856
Tokyo,-4.9,2025-02-06T13:58:33.448859
Sydney,-8.0,2024-11-24T13:58:33.448863
London,15.0,2024-10-04T13:58:33.448866
London,1.3,2025-01-05T13:58:33.448870
Sydney,-6.2,2024-08-04T13:58:33.448873
Sydney,25.0,2025-03-22T13:58:33.448877
London,-1.6,2024-10-03T13:58:33.448880
Paris,16.3,2025-07-07T13:58:33.448884
Paris,14.5,2025-01-03T13:58:33.448887
New York,17.1,2025-02-16T13:58:33.448891
London,1.5,2025-07-05T13:58:33.448894
New York,27.1,2025-04-25T13:58:33.448898
Sydney,0.2,2024-12-07T13:58:33.448902
Paris,19.3,2024-09-10T13:58:33.448905
London,1.5,2025-03-31T13:58:33.448909
New York,10.4,2024-08-15T13:58:33.448912
Paris,21.7,2024-08-14T13:58:33.448916
Paris,-7.3,2025-05-10T13:58:33.448919
Paris,17.3,2025-04-22T13:58:33.448923
New York,11.5,2025-05-11T13:58:33.448926
New York,-4.4,2025-05-16T13:58:33.448930
London,7.6,2025-07-10T13:58:33.448933
Paris,24.8,2025-03-10T13:58:33.448937
Tokyo,-7.2,2024-07-31T13:58:33.448940
Paris,34.3,2025-07-17T13:58:33.448944
New York,19.6,2024-07-27T13:58:33.448947
Paris,14.9,2025-02-26T13:58:33.448951
New York,7.1,2025-03-23T13:58:33.448954
Sydney,31.2,2024-09-11T13:58:33.448958
London,29.3,2025-06-14T13:58:33.448961
Tokyo,-8.9,2024-09-10T13:58:33.448965
Paris,7.4,2024-11-28T13:58:33.448968
Tokyo,5.9,2024-12-24T13:58:33.448972
Paris,15.9,2025-01-18T13:58:33.448975
Sydney,26.8,2024-12-17T13:58:33.448978
Sydney,-0.1,2024-11-26T13:58:33.448982
Paris,5.8,2025-07-24T13:58:33.448986
New York,23.3,2024-10-15T13:58:33.448989
Sydney,7.1,2024-10-11T13:58:33.448993
London,-0.6,2024-11-15T13:58:33.448996
Sydney,11.9,2024-11-25T13:58:33.449000
Sydney,-1.3,2025-01-03T13:58:33.449003
New York,9.6,2024-11-09T13:58:33.449007
Paris,34.1,2024-08-30T13:58:33.449010
London,12.9,2024-09-09T13:58:33.449014
Tokyo,32.4,2025-03-18T13:58:33.449018
Paris,13.8,2025-03-23T13:58:33.449021
London,17.4,2025-01-21T13:58:33.449024
Paris,1.2,2024-10-12T13:58:33.449028
Sydney,-5.6,2024-11-04T13:58:33.449032
New York,-3.2,2025-05-28T13:58:33.449035
London,14.3,2024-09-09T13:58:33.449039
London,15.4,2025-06-16T13:58:33.449042
New York,3.7,2025-03-15T13:58:33.449046
New York,33.7,2025-01-14T13:58:33.449049
Paris,33.9,2025-05-18T13:58:33.449053
Paris,4.8,2025-02-02T13:58:33.449056
Paris,6.9,2024-12-17T13:58:33.449059
New York,18.4,2025-04-23T13:58:33.449063
Sydney,22.0,2025-05-20T13:58:33.449066
London,21.2,2024-12-05T13:58:33.449070
New York,9.7,2025-05-11T13:58:33.449073
Sydney,-0.3,2024-08-20T13:58:33.449076
Paris,0.1,2024-08-23T13:58:33.449081
Sydney,-3.2,2025-01-03T13:58:33.449085
New York,12.4,2024-11-23T13:58:33.449088
New York,26.1,2025-03-21T13:58:33.449092
Tokyo,9.4,2024-08-01T13:58:33.449095
New York,-2.5,2024-09-04T13:58:33.449099
Sydney,30.8,2025-03-20T13:58:33.449102
London,17.9,2024-10-23T13:58:33.449106
Tokyo,22.8,2024-09-12T13:58:33.449109
London,4.3,2025-05-16T13:58:33.449113
Sydney,18.0,2024-12-07T13:58:33.449116
London,12.2,2025-07-16T13:58:33.449119
Tokyo,9.6,2025-04-18T13:58:33.449123
London,25.2,2025-03-05T13:58:33.449126
London,17.9,2024-08-22T13:58:33.449130
Tokyo,-4.6,2025-04-21T13:58:33.449133
London,24.2,2025-05-16T13:58:33.449137
London,33.5,2025-02-21T13:58:33.449140
London,-4.7,2024-10-23T13:58:33.449144
London,10.4,2025-01-05T13:58:33.449147
Tokyo,16.0,2025-07-01T13:58:33.449151
New York,4.9,2025-05-17T13:58:33.449154
New York,-3.9,2025-03-01T13:58:33.449157
Tokyo,-0.5,2025-04-22T13:58:33.449161
Paris,29.4,2025-06-15T13:58:33.449164
Paris,23.0,2024-08-17T13:58:33.449168
Paris,0.3,2024-09-11T13:58:33.449171
Tokyo,32.4,2025-06-22T13:58:33.449175
Sydney,24.9,2024-11-28T13:58:33.449178
London,2.1,2024-12-14T13:58:33.449182
London,-6.4,2025-06-11T13:58:33.449185
Paris,14.5,2024-09-08T13:58:33.449189
Tokyo,24.6,2024-07-28T13:58:33.449192
Tokyo,9.0,2025-04-24T13:58:33.449196
London,-8.3,2025-05-18T13:58:33.449199
Sydney,31.0,2024-12-29T13:58:33.449203
Sydney,-1.3,2025-05-12T13:58:33.449206
Sydney,21.9,2024-12-13T13:58:33.449210
London,5.3,2025-07-08T13:58:33.449213
London,-0.6,2024-12-21T13:58:33.449217
New York,9.9,2024-11-07T13:58:33.449220
New York,-9.1,2025-07-10T13:58:33.449224
Sydney,18.5,2024-12-19T13:58:33.449227
Paris,20.4,2025-02-12T13:58:33.449231
Tokyo,5.0,2025-07-20T13:58:33.449234
Sydney,-6.3,2025-06-19T13:58:33.449238
Sydney,4.4,2024-12-16T13:58:33.449241
Paris,20.7,2025-04-07T13:58:33.449245
Paris,-8.8,2024-07-26T13:58:33.449248
New York,19.2,2024-08-11T13:58:33.449252
Sydney,12.5,2025-01-22T13:58:33.449255
Sydney,11.7,2025-04-18T13:58:33.449259
London,-4.2,2025-01-03T13:58:33.449262
Tokyo,28.5,2024-08-28T13:58:33.449265
Paris,17.4,2025-01-04T13:58:33.449269
Paris,3.1,2024-12-14T13:58:33.449272
Sydney,-7.6,2024-09-27T13:58:33.449276
Sydney,18.7,2025-02-13T13:58:33.449279
New York,18.2,2024-10-03T13:58:33.449283
New York,17.2,2024-10-25T13:58:33.449287
Sydney,0.9,2024-09-19T13:58:33.449290
Paris,33.0,2024-09-24T13:58:33.449294
New York,9.0,2024-10-01T13:58:33.449297
Sydney,6.9,2024-12-10T13:58:33.449300
Paris,26.5,2024-08-07T13:58:33.449304
Sydney,9.0,2024-12-18T13:58:33.449307
Sydney,23.6,2024-10-03T13:58:33.449311
Tokyo,3.5,2025-06-15T13:58:33.449314
New York,25.9,2025-03-08T13:58:33.449317
Paris,1.1,2024-10-03T13:58:33.449321
Sydney,28.0,2025-01-02T13:58:33.449324
New York,-8.8,2024-11-07T13:58:33.449328
Sydney,-8.6,2024-09-21T13:58:33.449331
New York,21.0,2024-12-30T13:58:33.449335
London,28.7,2025-03-29T13:58:33.449338
Paris,21.1,2025-07-11T13:58:33.449341
New York,7.7,2024-10-04T13:58:33.449345
Sydney,22.4,2024-12-01T13:58:33.449348
Tokyo,12.8,2024-09-18T13:58:33.449352
Paris,0.7,2025-07-15T13:58:33.449355
London,-9.0,2025-07-20T13:58:33.449359
Paris,-6.8,2025-04-18T13:58:33.449363
Sydney,9.4,2024-10-03T13:58:33.449366
London,23.4,2025-01-31T13:58:33.449369
London,3.8,2024-11-26T13:58:33.449373
Sydney,3.2,2024-08-04T13:58:33.449376
Paris,10.4,2025-04-29T13:58:33.449380
New York,12.5,2025-07-26T13:58:33.449383
Tokyo,-1.6,2024-11-09T13:58:33.449387
Sydney,0.8,2025-04-21T13:58:33.449391
New York,1.1,2024-09-13T13:58:33.449394
Tokyo,13.2,2024-09-02T13:58:33.449398
London,1.3,2024-09-02T13:58:33.449401
London,10.0,2024-12-16T13:58:33.449405
Tokyo,21.8,2024-10-30T13:58:33.449408
Sydney,22.5,2025-05-03T13:58:33.449412
London,11.1,2025-06-24T13:58:33.449415
London,1.8,2025-01-05T13:58:33.449419
New York,21.4,2024-12-27T13:58:33.449422
Tokyo,22.6,2024-08-09T13:58:33.449425
Sydney,25.2,2024-12-17T13:58:33.449429
London,10.8,2024-11-04T13:58:33.449432
Sydney,32.2,2025-02-09T13:58:33.449436
New York,-0.1,2024-10-29T13:58:33.449439
Sydney,6.1,2025-06-15T13:58:33.449443
New York,14.5,2024-12-25T13:58:33.449447
New York,12.7,2025-03-12T13:58:33.449450
London,10.5,2025-05-09T13:58:33.449454
Tokyo,31.7,2025-04-18T13:58:33.449457
New York,7.0,2025-07-14T13:58:33.449461
Tokyo,-6.5,2024-10-19T13:58:33.449464
Paris,26.7,2024-08-16T13:58:33.449468
New York,20.1,2025-07-03T13:58:33.449471
Paris,17.9,2024-09-03T13:58:33.449475
New York,24.1,2024-08-24T13:58:33.449760
Sydney,16.0,2025-03-14T13:58:33.449773
Sydney,10.8,2025-07-23T13:58:33.449779
Tokyo,22.8,2024-10-12T13:58:33.449783
Tokyo,0.1,2025-06-02T13:58:33.449788
Paris,4.0,2025-02-04T13:58:33.449792
Tokyo,-8.4,2025-04-15T13:58:33.449795
Sydney,-0.9,2025-06-11T13:58:33.449818
London,-2.7,2024-10-17T13:58:33.449823
Tokyo,14.8,2024-12-13T13:58:33.449827
New York,13.4,2025-05-23T13:58:33.449831
New York,14.1,2024-10-02T13:58:33.449835
Sydney,-3.5,2025-01-08T13:58:33.449838
Tokyo,14.9,2024-09-30T13:58:33.449842
London,10.4,2025-03-21T13:58:33.449845
New York,6.7,2025-07-21T13:58:33.449849
Tokyo,-6.2,2025-07-21T13:58:33.449853
Tokyo,7.1,2025-04-18T13:58:33.449856
New York,23.0,2025-04-24T13:58:33.449860
Sydney,33.4,2024-12-12T13:58:33.449863
London,14.3,2024-10-05T13:58:33.449867
London,11.1,2024-12-14T13:58:33.449870
New York,16.8,2025-07-26T13:58:33.449874
London,-0.5,2024-10-21T13:58:33.449878
Tokyo,1.4,2025-04-24T13:58:33.449881
Tokyo,7.0,2024-12-21T13:58:33.449885
Sydney,26.3,2025-01-22T13:58:33.449888
Sydney,27.4,2025-04-08T13:58:33.449892
Tokyo,18.2,2025-07-23T13:58:33.449895
Sydney,-7.5,2025-05-31T13:58:33.449899
Sydney,19.3,2024-10-27T13:58:33.449902
Paris,21.8,2025-07-26T13:58:33.449906
Tokyo,-8.3,2025-02-02T13:58:33.449909
New York,12.3,2024-11-07T13:58:33.449913
London,12.7,2024-10-17T13:58:33.449916
Paris,17.9,2024-07-27T13:58:33.449920
Tokyo,7.6,2025-05-17T13:58:33.449923
Sydney,28.7,2025-04-30T13:58:33.449927
London,8.6,2025-02-01T13:58:33.449930
Paris,-3.1,2025-01-22T13:58:33.449934
Tokyo,-0.6,2025-01-06T13:58:33.449937
New York,22.3,2025-03-03T13:58:33.449941
Tokyo,32.9,2025-03-07T13:58:33.449944
New York,-4.8,2024-12-13T13:58:33.449948
London,-3.1,2024-11-27T13:58:33.449951
London,-2.2,2025-06-21T13:58:33.449955
London,6.1,2024-10-23T13:58:33.449958
Paris,-8.1,2024-08-20T13:58:33.449961
New York,31.2,2025-07-13T13:58:33.449965
London,25.1,2024-10-27T13:58:33.449968
New York,28.2,2024-11-05T13:58:33.449972
Paris,-4.8,2025-04-04T13:58:33.449975
Tokyo,33.2,2024-08-13T13:58:33.449979
Tokyo,10.5,2025-03-20T13:58:33.449983
New York,29.9,2025-04-07T13:58:33.449986
Tokyo,22.8,2025-04-23T13:58:33.449990
Tokyo,5.5,2025-07-09T13:58:33.449993
Paris,6.3,2024-11-11T13:58:33.449997
Paris,3.8,2025-05-03T13:58:33.450000
Tokyo,-2.6,2024-09-25T13:58:33.450003
New York,-5.9,2025-04-08T13:58:33.450007
Sydney,17.2,2024-10-20T13:58:33.450010
Paris,4.1,2025-05-15T13:58:33.450014
Tokyo,32.5,2025-01-26T13:58:33.450017
Paris,28.7,2025-01-04T13:58:33.450021
Tokyo,4.7,2024-11-06T13:58:33.450025
Sydney,14.2,2025-05-12T13:58:33.450028
London,-1.2,2025-05-05T13:58:33.450031
Tokyo,5.8,2025-06-04T13:58:33.450035
Sydney,14.0,2024-08-02T13:58:33.450038
Paris,5.7,2025-02-28T13:58:33.450041
Paris,15.3,2025-01-21T13:58:33.450045
Sydney,11.4,2024-12-15T13:58:33.450048
Sydney,15.5,2025-04-30T13:58:33.450052
New York,-5.7,2024-10-23T13:58:33.450055
Sydney,-4.2,2025-02-02T13:58:33.450059
London,15.6,2024-08-07T13:58:33.450062
New York,27.2,2025-01-12T13:58:33.450066
Paris,8.9,2025-04-26T13:58:33.450069
New York,4.6,2025-05-07T13:58:33.450073
Tokyo,23.0,2024-08-09T13:58:33.450076
Sydney,6.1,2025-02-15T13:58:33.450080
Tokyo,6.1,2025-01-10T13:58:33.450083
New York,2.1,2024-11-09T13:58:33.450087
London,28.1,2024-12-28T13:58:33.450090
London,4.5,2025-02-11T13:58:33.450093
Sydney,-0.7,2024-10-11T13:58:33.450097
Sydney,6.6,2025-01-26T13:58:33.450100
London,22.0,2024-09-09T13:58:33.450104
Tokyo,7.8,2025-06-02T13:58:33.450107
Paris,6.2,2024-11-03T13:58:33.450110
Tokyo,2.9,2025-04-27T13:58:33.450114
Paris,0.7,2025-05-08T13:58:33.450117
Paris,-7.5,2024-12-19T13:58:33.450121
London,-2.5,2025-01-30T13:58:33.450125
Sydney,-9.9,2024-09-04T13:58:33.450128
New York,5.3,2024-11-03T13:58:33.450132
Tokyo,10.7,2025-03-23T13:58:33.450135
Sydney,9.8,2025-04-30T13:58:33.450139
Paris,15.3,2025-03-23T13:58:33.450142
London,31.1,2025-03-14T13:58:33.450146
Sydney,-0.5,2025-05-07T13:58:33.450149
Tokyo,14.7,2025-05-26T13:58:33.450153
Tokyo,-0.5,2024-09-04T13:58:33.450156
Paris,-5.2,2025-07-15T13:58:33.450160
Tokyo,5.5,2024-08-10T13:58:33.450163
Paris,26.1,2024-08-31T13:58:33.450166
New York,6.8,2025-05-02T13:58:33.450170
Paris,18.1,2025-04-08T13:58:33.450173
New York,13.9,2024-09-15T13:58:33.450177
London,-3.0,2025-04-28T13:58:33.450181
London,6.3,2025-03-01T13:58:33.450184
Sydney,23.3,2024-09-01T13:58:33.450187
Paris,15.5,2025-01-02T13:58:33.450191
Paris,20.6,2025-01-20T13:58:33.450194
Sydney,-3.4,2024-11-06T13:58:33.450198
Paris,14.1,2025-03-11T13:58:33.450201
Tokyo,10.5,2024-11-15T13:58:33.450205
Sydney,8.4,2025-03-30T13:58:33.450208
Tokyo,17.8,2025-06-07T13:58:33.450212
London,-0.2,2025-04-17T13:58:33.450215
Sydney,-3.2,2025-02-19T13:58:33.450219
Paris,25.2,2024-12-02T13:58:33.450222
New York,12.7,2024-09-13T13:58:33.450225
Tokyo,26.8,2024-08-06T13:58:33.450229
Tokyo,0.1,2025-04-06T13:58:33.450233
Tokyo,27.3,2025-02-26T13:58:33.450236
Tokyo,34.6,2025-03-13T13:58:33.450240
Tokyo,19.9,2025-06-21T13:58:33.450243
New York,25.6,2024-11-20T13:58:33.450246
New York,-4.2,2025-03-30T13:58:33.450250
Tokyo,0.5,2024-12-31T13:58:33.450254
London,30.1,2024-12-01T13:58:33.450257
London,31.0,2024-10-28T13:58:33.450261
Tokyo,-5.0,2025-05-18T13:58:33.450265
Sydney,-1.2,2025-02-05T13:58:33.450268
Paris,11.1,2025-07-23T13:58:33.450271
London,31.6,2024-08-29T13:58:33.450275
Tokyo,23.8,2024-11-10T13:58:33.450278
London,-7.8,2025-03-23T13:58:33.450282
Paris,1.8,2024-11-16T13:58:33.450285
Paris,17.9,2025-04-06T13:58:33.450288
Tokyo,-3.4,2024-12-13T13:58:33.450292
Paris,31.2,2025-02-25T13:58:33.450295
Sydney,27.1,2024-09-10T13:58:33.450298
Sydney,-5.8,2025-02-05T13:58:33.450302
Sydney,35.0,2025-06-28T13:58:33.450305
Sydney,33.2,2025-06-21T13:58:33.450309
Tokyo,21.5,2025-06-23T13:58:33.450312
Paris,23.1,2024-08-20T13:58:33.450315
London,20.4,2025-01-29T13:58:33.450319
New York,8.3,2024-09-15T13:58:33.450322
Paris,11.1,2025-07-12T13:58:33.450326
Paris,15.0,2024-08-02T13:58:33.450329
Paris,24.2,2025-05-22T13:58:33.450333
London,33.5,2025-04-21T13:58:33.450336
Sydney,-9.9,2025-02-09T13:58:33.450340
Sydney,-7.7,2025-03-27T13:58:33.450343
Tokyo,28.6,2025-04-04T13:58:33.450346
London,10.1,2025-02-25T13:58:33.450350
Tokyo,10.5,2025-02-26T13:58:33.450353
Paris,25.5,2024-09-05T13:58:33.450357
Sydney,18.0,2024-11-26T13:58:33.450360
Sydney,25.2,2024-08-15T13:58:33.450363
Tokyo,30.2,2025-01-31T13:58:33.450367
Tokyo,10.7,2024-12-11T13:58:33.450370
New York,-7.2,2025-02-21T13:58:33.450374
New York,27.4,2024-12-28T13:58:33.450377
London,-9.9,2024-10-19T13:58:33.450380
Paris,33.4,2025-05-30T13:58:33.450384
London,20.7,2025-07-01T13:58:33.450387
Paris,18.8,2025-07-03T13:58:33.450391
Tokyo,11.5,2024-10-27T13:58:33.450394
